Site,Date,EnteroCount,FourDayRainTotal,SampleCount
Catskill Creek- First Bridge,7/19/2010,2,0.7,38
Catskill Creek- First Bridge,6/18/2010,36,0.2,38
Catskill Creek- First Bridge,5/25/2010,4,0,38
Catskill Creek- First Bridge,10/23/2009,5,0,38
Catskill Creek- First Bridge,9/17/2009,16,0,38
Catskill Creek- First Bridge,8/24/2009,2420,2.8,38
Catskill Creek- First Bridge,7/31/2009,1986,1.9,38
Catskill Creek- First Bridge,5/22/2008,2,0.2,38
Catskill Creek- First Bridge,6/18/2008,238,1,38
Catskill Creek- First Bridge,7/17/2008,5,0.1,38
Catskill Creek- First Bridge,8/9/2008,517,1.5,38
Catskill Creek- First Bridge,8/21/2010,31,0.2,38
Catskill Creek- First Bridge,8/18/2012,132,0.3,38
Catskill Launch Ramp,9/19/2011,22,0.1,37
Catskill Launch Ramp,8/19/2013,10,0,37
Catskill Launch Ramp,7/21/2013,34,0,37
Catskill Launch Ramp,6/24/2013,39,0,37
Catskill Launch Ramp,6/3/2013,33,1.2,37
Catskill Launch Ramp,10/15/2012,15,1,37
Catskill Launch Ramp,9/14/2012,5,0,37
Catskill Launch Ramp,8/18/2012,5,0.3,37
Catskill Launch Ramp,7/20/2012,11,0.2,37
Catskill Launch Ramp,6/15/2012,16,0.7,37
Catskill Launch Ramp,5/19/2012,15,0.1,37
Catskill Launch Ramp,10/16/2011,816,1.5,37
Catskill Launch Ramp,9/21/2013,10,0,37
Catskill Launch Ramp,8/20/2011,6,0,37
Catskill Launch Ramp,7/15/2011,3,0.3,37
Catskill Launch Ramp,7/1/2011,19,2.3,37
Catskill Launch Ramp,5/19/2011,147,1.6,37
Catskill Launch Ramp,10/16/2010,192,1.3,37
Catskill Launch Ramp,9/14/2010,31,0,37
Catskill Launch Ramp,8/23/2010,435,0.6,37
Catskill Launch Ramp,8/21/2010,8,0.2,37
Catskill Launch Ramp,7/19/2010,2,0.7,37
Catskill Launch Ramp,6/18/2010,6,0.2,37
Catskill Launch Ramp,5/25/2010,2,0,37
Catskill Launch Ramp,10/20/2013,10,0.2,37
Catskill Launch Ramp,9/17/2009,16,0,37
Catskill Launch Ramp,8/24/2009,488,2.8,37
Catskill Launch Ramp,7/31/2009,>2420,1.9,37
Catskill Launch Ramp,6/12/2009,29,1.2,37
Catskill Launch Ramp,5/15/2009,3,0.5,37
Catskill Launch Ramp,10/23/2008,4,0.3,37
Catskill Launch Ramp,9/16/2008,4,0.4,37
Catskill Launch Ramp,8/9/2008,23,1.5,37
Catskill Launch Ramp,7/17/2008,6,0.1,37
Catskill Launch Ramp,6/18/2008,9,1,37
Catskill Launch Ramp,5/22/2008,1,0.2,37
Catskill Launch Ramp,10/23/2009,3,0,37
Catskill Creek- East End,6/18/2010,261,0.2,42
Catskill Creek- East End,7/20/2012,22,0.2,42
Catskill Creek- East End,8/9/2008,197,1.5,42
Catskill Creek- East End,9/16/2008,1,0.4,42
Catskill Creek- East End,10/23/2008,10,0.3,42
Catskill Creek- East End,5/15/2009,4,0.5,42
Catskill Creek- East End,5/16/2009,6,0.5,42
Catskill Creek- East End,6/12/2009,387,1.2,42
Catskill Creek- East End,7/31/2009,1986,1.9,42
Catskill Creek- East End,8/24/2009,>2420,2.8,42
Catskill Creek- East End,9/17/2009,14,0,42
Catskill Creek- East End,10/23/2009,12,0,42
Catskill Creek- East End,5/25/2010,4,0,42
Catskill Creek- East End,6/18/2008,12,1,42
Catskill Creek- East End,7/19/2010,4,0.7,42
Catskill Creek- East End,8/21/2010,51,0.2,42
Catskill Creek- East End,8/23/2010,>2420,0.6,42
Catskill Creek- East End,9/14/2010,21,0,42
Catskill Creek- East End,10/16/2010,1986,1.3,42
Catskill Creek- East End,5/19/2011,816,1.6,42
Catskill Creek- East End,7/1/2011,15,2.3,42
Catskill Creek- East End,7/15/2011,16,0.3,42
Catskill Creek- East End,8/20/2011,12,0,42
Catskill Creek- East End,9/19/2011,21,0.1,42
Catskill Creek- East End,10/16/2011,93,1.6,42
Catskill Creek- East End,5/19/2012,2,0.1,42
Catskill Creek- East End,6/15/2012,8,0.7,42
Catskill Creek- East End,7/17/2008,3,0.1,42
Catskill Creek- East End,7/24/2012,3,0.3,42
Catskill Creek- East End,8/18/2012,2,0.3,42
Catskill Creek- East End,8/20/2012,17,0,42
Catskill Creek- East End,9/14/2012,9,0,42
Catskill Creek- East End,9/17/2012,5,0.1,42
Catskill Creek- East End,10/15/2012,11,1,42
Catskill Creek- East End,10/17/2012,14,0.9,42
Catskill Creek- East End,6/3/2013,10,1.2,42
Catskill Creek- East End,6/24/2013,8,0,42
Catskill Creek- East End,7/21/2013,36,0,42
Catskill Creek- East End,8/19/2013,22,0,42
Catskill Creek- East End,9/21/2013,13,0,42
Catskill Creek- East End,10/20/2013,3,0.2,42
Catskill Creek- East End,5/22/2008,15,0.2,42
Inbocht Bay,10/20/2013,<1,0.2,36
Inbocht Bay,9/21/2013,12,0,36
Inbocht Bay,8/18/2013,10,0,36
Inbocht Bay,7/21/2013,26,0,36
Inbocht Bay,6/23/2013,13,0,36
Inbocht Bay,6/3/2013,32,1.2,36
Inbocht Bay,10/14/2012,4,1,36
Inbocht Bay,9/14/2012,4,0,36
Inbocht Bay,8/17/2012,5,0.3,36
Inbocht Bay,7/20/2012,6,0.2,36
Inbocht Bay,5/22/2008,1,0.2,36
Inbocht Bay,5/19/2012,11,0.1,36
Inbocht Bay,10/17/2011,1414,1.3,36
Inbocht Bay,9/18/2011,16,0.4,36
Inbocht Bay,8/20/2011,1,0,36
Inbocht Bay,7/15/2011,4,0.3,36
Inbocht Bay,7/1/2011,2,2.3,36
Inbocht Bay,5/19/2011,411,1.6,36
Inbocht Bay,10/15/2010,31,1.3,36
Inbocht Bay,9/14/2010,11,0,36
Inbocht Bay,8/20/2010,16,0.2,36
Inbocht Bay,7/19/2010,2,0.7,36
Inbocht Bay,5/24/2010,17,0,36
Inbocht Bay,10/22/2009,9,0,36
Inbocht Bay,9/17/2009,12,0,36
Inbocht Bay,8/23/2009,23,2.8,36
Inbocht Bay,7/31/2009,>2420,1.9,36
Inbocht Bay,6/11/2009,12,0.8,36
Inbocht Bay,5/16/2009,3,0.5,36
Inbocht Bay,5/15/2009,26,0.5,36
Inbocht Bay,10/23/2008,2,0.3,36
Inbocht Bay,9/16/2008,4,0.4,36
Inbocht Bay,8/8/2008,17,1.5,36
Inbocht Bay,7/17/2008,9,0.1,36
Inbocht Bay,6/15/2012,3,0.7,36
Inbocht Bay,6/18/2010,7,0.2,36
Malden Launch Ramp,9/18/2011,35,0.4,36
Malden Launch Ramp,8/18/2013,21,0,36
Malden Launch Ramp,7/21/2013,27,0,36
Malden Launch Ramp,6/23/2013,13,0,36
Malden Launch Ramp,6/3/2013,24,1.2,36
Malden Launch Ramp,10/14/2012,30,1,36
Malden Launch Ramp,9/14/2012,9,0,36
Malden Launch Ramp,8/17/2012,37,0.3,36
Malden Launch Ramp,7/20/2012,15,0.2,36
Malden Launch Ramp,6/15/2012,3,0.7,36
Malden Launch Ramp,5/19/2012,11,0.1,36
Malden Launch Ramp,10/17/2011,613,1.3,36
Malden Launch Ramp,9/21/2013,19,0,36
Malden Launch Ramp,8/20/2011,1,0,36
Malden Launch Ramp,7/15/2011,7,0.3,36
Malden Launch Ramp,7/1/2011,17,2.3,36
Malden Launch Ramp,5/19/2011,249,1.6,36
Malden Launch Ramp,10/15/2010,41,1.3,36
Malden Launch Ramp,9/14/2010,32,0,36
Malden Launch Ramp,8/20/2010,46,0.2,36
Malden Launch Ramp,7/19/2010,5,0.7,36
Malden Launch Ramp,6/18/2010,10,0.2,36
Malden Launch Ramp,5/24/2010,21,0,36
Malden Launch Ramp,10/22/2009,6,0,36
Malden Launch Ramp,10/20/2013,2,0.2,36
Malden Launch Ramp,8/23/2009,517,2.8,36
Malden Launch Ramp,7/31/2009,1986,1.3,36
Malden Launch Ramp,6/11/2009,12,0.8,36
Malden Launch Ramp,5/15/2009,9,0.5,36
Malden Launch Ramp,10/23/2008,4,0.3,36
Malden Launch Ramp,9/16/2008,2,0.4,36
Malden Launch Ramp,8/8/2008,9,1.5,36
Malden Launch Ramp,7/17/2008,12,0.1,36
Malden Launch Ramp,6/18/2008,4,0.8,36
Malden Launch Ramp,5/22/2008,2,0.2,36
Malden Launch Ramp,9/17/2009,21,0,36
Esopus Creek West,10/14/2010,67,1.2,42
Esopus Creek West,6/15/2012,2,0.5,42
Esopus Creek West,10/20/2013,8,0.1,42
Esopus Creek West,9/21/2013,13,0,42
Esopus Creek West,8/18/2013,17,0,42
Esopus Creek West,7/21/2013,38,0.1,42
Esopus Creek West,6/23/2013,4,0,42
Esopus Creek West,6/3/2013,89,1.3,42
Esopus Creek West,10/14/2012,2,0,42
Esopus Creek West,9/14/2012,24,0,42
Esopus Creek West,8/21/2012,<1,0.6,42
Esopus Creek West,8/17/2012,5,0.4,42
Esopus Creek West,7/24/2012,1,0.7,42
Esopus Creek West,7/20/2012,93,0.6,42
Esopus Creek West,6/19/2012,4,0,42
Esopus Creek West,7/16/2008,2,0.6,42
Esopus Creek West,5/19/2012,9,0,42
Esopus Creek West,10/17/2011,60,0.1,42
Esopus Creek West,9/18/2011,36,0.1,42
Esopus Creek West,8/20/2011,10,1.1,42
Esopus Creek West,7/15/2011,21,0,42
Esopus Creek West,7/1/2011,59,0.5,42
Esopus Creek West,5/19/2011,1414,1.8,42
Esopus Creek West,10/15/2010,411,1.5,42
Esopus Creek West,9/14/2010,38,0,42
Esopus Creek West,8/23/2010,>2420,3,42
Esopus Creek West,8/20/2010,12,0,42
Esopus Creek West,5/21/2008,<1,0.2,42
Esopus Creek West,6/18/2010,23,0,42
Esopus Creek West,5/24/2010,23,0,42
Esopus Creek West,10/22/2009,5,0,42
Esopus Creek West,9/17/2009,34,0,42
Esopus Creek West,8/23/2009,>2420,0.6,42
Esopus Creek West,7/31/2009,1986,1.4,42
Esopus Creek West,6/11/2009,9,1.1,42
Esopus Creek West,5/14/2009,11,0.1,42
Esopus Creek West,10/22/2008,2,0,42
Esopus Creek West,9/16/2008,3,0.4,42
Esopus Creek West,8/10/2008,19,0.5,42
Esopus Creek West,8/8/2008,5,0.8,42
Esopus Creek West,6/18/2008,26,0.2,42
Esopus Creek West,7/19/2010,5,0,42
Esopus Creek Entrance,8/8/2008,31,0.8,43
Esopus Creek Entrance,9/21/2013,20,0,43
Esopus Creek Entrance,8/18/2013,20,0,43
Esopus Creek Entrance,7/21/2013,16,0.1,43
Esopus Creek Entrance,6/23/2013,4,0,43
Esopus Creek Entrance,6/3/2013,11,1.3,43
Esopus Creek Entrance,10/18/2012,3,0.5,43
Esopus Creek Entrance,10/14/2012,24,0,43
Esopus Creek Entrance,9/19/2012,>2420,2.5,43
Esopus Creek Entrance,9/14/2012,2,0,43
Esopus Creek Entrance,8/17/2012,3,0.4,43
Esopus Creek Entrance,7/24/2012,2,0.7,43
Esopus Creek Entrance,7/20/2012,59,0.6,43
Esopus Creek Entrance,6/19/2012,6,0,43
Esopus Creek Entrance,6/15/2012,2,0.5,43
Esopus Creek Entrance,5/19/2012,21,0,43
Esopus Creek Entrance,10/17/2011,31,0.1,43
Esopus Creek Entrance,9/18/2011,40,0.1,43
Esopus Creek Entrance,8/20/2011,<1,1.1,43
Esopus Creek Entrance,7/15/2011,1,0,43
Esopus Creek Entrance,7/1/2011,5,0.5,43
Esopus Creek Entrance,5/19/2011,1046,1.8,43
Esopus Creek Entrance,10/15/2010,126,1.5,43
Esopus Creek Entrance,10/14/2010,56,1.2,43
Esopus Creek Entrance,9/14/2010,44,0,43
Esopus Creek Entrance,8/23/2010,>2420,3,43
Esopus Creek Entrance,8/20/2010,326,0,43
Esopus Creek Entrance,7/19/2010,6,0,43
Esopus Creek Entrance,6/18/2010,11,0,43
Esopus Creek Entrance,5/24/2010,5,0,43
Esopus Creek Entrance,10/22/2009,9,0,43
Esopus Creek Entrance,9/17/2009,82,0,43
Esopus Creek Entrance,8/23/2009,>2420,0.6,43
Esopus Creek Entrance,7/31/2009,1986,1.4,43
Esopus Creek Entrance,6/11/2009,12,1.1,43
Esopus Creek Entrance,5/14/2009,10,0.1,43
Esopus Creek Entrance,10/22/2008,7,0,43
Esopus Creek Entrance,9/16/2008,2,0.3,43
Esopus Creek Entrance,8/10/2008,10,0.5,43
Esopus Creek Entrance,7/16/2008,3,0.6,43
Esopus Creek Entrance,6/18/2008,19,0.2,43
Esopus Creek Entrance,5/21/2008,2,0.2,43
Esopus Creek Entrance,10/20/2013,9,0.1,43
Tivoli Landing,10/17/2011,344,0.1,37
Tivoli Landing,5/21/2008,3,0.2,37
Tivoli Landing,6/18/2008,3,0.2,37
Tivoli Landing,7/16/2008,1,0.6,37
Tivoli Landing,8/8/2008,<1,0.8,37
Tivoli Landing,9/16/2008,4,0.3,37
Tivoli Landing,10/22/2008,2,0,37
Tivoli Landing,5/14/2009,3,0.1,37
Tivoli Landing,6/11/2009,1,1.1,37
Tivoli Landing,7/31/2009,>2420,0.3,37
Tivoli Landing,8/23/2009,248,0.6,37
Tivoli Landing,9/17/2009,18,0,37
Tivoli Landing,10/22/2009,7,0,37
Tivoli Landing,5/24/2010,3,0,37
Tivoli Landing,6/18/2010,5,0,37
Tivoli Landing,7/19/2010,1,0,37
Tivoli Landing,8/20/2010,6,0,37
Tivoli Landing,8/23/2010,24,3,37
Tivoli Landing,9/14/2010,31,0,37
Tivoli Landing,10/15/2010,17,1.5,37
Tivoli Landing,5/19/2011,161,1.8,37
Tivoli Landing,7/1/2011,4,0.5,37
Tivoli Landing,7/15/2011,<1,0,37
Tivoli Landing,8/20/2011,<1,1.1,37
Tivoli Landing,9/18/2011,32,0.1,37
Tivoli Landing,5/19/2012,4,0,37
Tivoli Landing,6/3/2013,25,1.3,37
Tivoli Landing,6/15/2012,1,0.5,37
Tivoli Landing,7/20/2012,9,0.6,37
Tivoli Landing,8/17/2012,11,0.4,37
Tivoli Landing,10/20/2013,1,0.1,37
Tivoli Landing,9/21/2013,2,0,37
Tivoli Landing,8/18/2013,5,0,37
Tivoli Landing,7/21/2013,10,0.1,37
Tivoli Landing,6/23/2013,16,0,37
Tivoli Landing,10/14/2012,2,0,37
Tivoli Landing,9/14/2012,3,0,37
Ulster Landing Beach,10/15/2010,84,1.5,36
Ulster Landing Beach,6/18/2008,2,0.2,36
Ulster Landing Beach,5/19/2012,5,0,36
Ulster Landing Beach,6/15/2012,2,0.5,36
Ulster Landing Beach,7/20/2012,13,0.6,36
Ulster Landing Beach,8/20/2010,12,0,36
Ulster Landing Beach,9/14/2010,22,0,36
Ulster Landing Beach,5/19/2011,326,1.8,36
Ulster Landing Beach,5/24/2010,<1,0,36
Ulster Landing Beach,10/22/2009,10,0,36
Ulster Landing Beach,9/17/2009,14,0,36
Ulster Landing Beach,8/23/2009,28,0.6,36
Ulster Landing Beach,7/1/2011,8,0.5,36
Ulster Landing Beach,6/11/2009,3,1.1,36
Ulster Landing Beach,5/14/2009,1,0.1,36
Ulster Landing Beach,6/23/2013,42,0,36
Ulster Landing Beach,10/22/2008,3,0,36
Ulster Landing Beach,9/16/2008,3,0.3,36
Ulster Landing Beach,8/8/2008,6,0.8,36
Ulster Landing Beach,7/15/2011,<1,0,36
Ulster Landing Beach,8/20/2011,4,1.1,36
Ulster Landing Beach,9/18/2011,27,0.1,36
Ulster Landing Beach,10/20/2013,1,0.1,36
Ulster Landing Beach,6/18/2010,29,0,36
Ulster Landing Beach,10/17/2011,190,0.1,36
Ulster Landing Beach,7/19/2010,3,0,36
Ulster Landing Beach,7/16/2008,<1,0.6,36
Ulster Landing Beach,8/17/2012,9,0.4,36
Ulster Landing Beach,5/21/2008,1,0.2,36
Ulster Landing Beach,9/21/2013,22,0,36
Ulster Landing Beach,8/18/2013,<1,0,36
Ulster Landing Beach,7/21/2013,26,0.1,36
Ulster Landing Beach,7/31/2009,2420,0.3,36
Ulster Landing Beach,6/3/2013,74,1.3,36
Ulster Landing Beach,10/14/2012,14,0,36
Ulster Landing Beach,9/14/2012,<1,0,36
Kingston Point Beach,9/18/2011,64,0.1,43
Kingston Point Beach,5/19/2012,4,0,43
Kingston Point Beach,7/20/2013,20,0.1,43
Kingston Point Beach,8/8/2008,21,0.3,43
Kingston Point Beach,10/22/2009,8,0,43
Kingston Point Beach,5/24/2010,1,0,43
Kingston Point Beach,6/18/2010,11,0,43
Kingston Point Beach,7/16/2008,2,0.6,43
Kingston Point Beach,7/20/2010,15,0,43
Kingston Point Beach,8/20/2010,38,0,43
Kingston Point Beach,9/13/2010,23,0,43
Kingston Point Beach,7/16/2011,2,0,43
Kingston Point Beach,10/15/2010,35,1.5,43
Kingston Point Beach,5/19/2011,166,1.8,43
Kingston Point Beach,8/20/2011,4,1.1,43
Kingston Point Beach,6/30/2011,70,0.5,43
Kingston Point Beach,6/18/2008,1,0.2,43
Kingston Point Beach,5/21/2008,4,0.2,43
Kingston Point Beach,6/2/2013,13,0,43
Kingston Point Beach,10/27/2012,31,0.2,43
Kingston Point Beach,9/29/2012,18,0.8,43
Kingston Point Beach,5/26/2012,3,0,43
Kingston Point Beach,9/14/2012,4,0,43
Kingston Point Beach,9/1/2012,2,0.2,43
Kingston Point Beach,8/17/2012,3,0.4,43
Kingston Point Beach,7/28/2012,219,1.9,43
Kingston Point Beach,9/15/2008,13,0.7,43
Kingston Point Beach,7/20/2012,7,0.6,43
Kingston Point Beach,6/30/2012,2,0.1,43
Kingston Point Beach,6/15/2012,20,0.5,43
Kingston Point Beach,8/18/2013,3,0,43
Kingston Point Beach,10/17/2011,219,0.1,43
Kingston Point Beach,5/14/2009,8,0.1,43
Kingston Point Beach,8/10/2008,3,0.5,43
Kingston Point Beach,10/22/2008,<1,0,43
Kingston Point Beach,9/16/2009,4,0,43
Kingston Point Beach,8/23/2009,147,0.6,43
Kingston Point Beach,7/30/2009,64,0.5,43
Kingston Point Beach,6/11/2009,4,1.1,43
Kingston Point Beach,10/19/2013,9,0,43
Kingston Point Beach,9/20/2013,2,0,43
Kingston Point Beach,10/14/2012,3,0,43
Kingston Point Beach,6/23/2013,23,0,43
Kingston STP Outfall,5/24/2010,99,0,40
Kingston STP Outfall,10/22/2009,12,0,40
Kingston STP Outfall,9/16/2009,1203,0,40
Kingston STP Outfall,8/23/2009,1986,0.6,40
Kingston STP Outfall,6/11/2009,4,1.1,40
Kingston STP Outfall,5/17/2009,121,1.5,40
Kingston STP Outfall,5/14/2009,152,0.1,40
Kingston STP Outfall,10/22/2008,225,0,40
Kingston STP Outfall,9/15/2008,17,0.7,40
Kingston STP Outfall,8/10/2008,70,0.5,40
Kingston STP Outfall,8/7/2008,44,0.3,40
Kingston STP Outfall,7/16/2008,40,0.6,40
Kingston STP Outfall,6/18/2008,42,0.2,40
Kingston STP Outfall,5/21/2008,108,0.2,40
Kingston STP Outfall,8/8/2008,34,0.3,40
Kingston STP Outfall,6/17/2010,43,0,40
Kingston STP Outfall,6/18/2010,33,0,40
Kingston STP Outfall,7/20/2010,99,0,40
Kingston STP Outfall,8/20/2010,>2420,0,40
Kingston STP Outfall,9/13/2010,49,0,40
Kingston STP Outfall,10/15/2010,35,1.5,40
Kingston STP Outfall,5/19/2011,1733,1.8,40
Kingston STP Outfall,6/30/2011,86,0.5,40
Kingston STP Outfall,7/16/2011,10,0,40
Kingston STP Outfall,8/20/2011,35,1.1,40
Kingston STP Outfall,9/18/2011,435,0.1,40
Kingston STP Outfall,10/17/2011,133,0.1,40
Kingston STP Outfall,5/19/2012,365,0,40
Kingston STP Outfall,6/15/2012,64,0.5,40
Kingston STP Outfall,7/20/2012,2420,0.6,40
Kingston STP Outfall,8/17/2012,55,0.4,40
Kingston STP Outfall,9/14/2012,1986,0,40
Kingston STP Outfall,10/14/2012,53,0,40
Kingston STP Outfall,6/2/2013,>2420,0,40
Kingston STP Outfall,7/20/2013,2,0.1,40
Kingston STP Outfall,8/18/2013,50,0,40
Kingston STP Outfall,9/21/2013,16,0,40
Kingston STP Outfall,10/20/2013,95,0.1,40
Kingston STP Outfall,6/23/2013,31,0,40
Kingston STP Outfall,7/30/2009,>2420,0.5,40
Rondout- Kingston Public Dock,6/23/2013,29,0,39
Rondout- Kingston Public Dock,8/17/2012,10,0.4,39
Rondout- Kingston Public Dock,5/21/2008,11,0.2,39
Rondout- Kingston Public Dock,6/18/2008,50,0.2,39
Rondout- Kingston Public Dock,7/16/2008,6,0.6,39
Rondout- Kingston Public Dock,8/7/2008,435,0.3,39
Rondout- Kingston Public Dock,10/19/2013,13,0,39
Rondout- Kingston Public Dock,9/20/2013,19,0,39
Rondout- Kingston Public Dock,8/18/2013,326,0,39
Rondout- Kingston Public Dock,7/20/2013,6,0.1,39
Rondout- Kingston Public Dock,8/8/2008,88,0.3,39
Rondout- Kingston Public Dock,6/2/2013,84,0,39
Rondout- Kingston Public Dock,10/14/2012,33,0,39
Rondout- Kingston Public Dock,9/14/2012,16,0,39
Rondout- Kingston Public Dock,6/11/2009,272,1.1,39
Rondout- Kingston Public Dock,7/20/2012,378,0.6,39
Rondout- Kingston Public Dock,6/15/2012,15,0.5,39
Rondout- Kingston Public Dock,5/19/2012,57,0,39
Rondout- Kingston Public Dock,10/17/2011,190,0.1,39
Rondout- Kingston Public Dock,8/10/2008,1553,0.5,39
Rondout- Kingston Public Dock,9/15/2008,42,0.7,39
Rondout- Kingston Public Dock,10/22/2008,7,0,39
Rondout- Kingston Public Dock,5/14/2009,40,0.1,39
Rondout- Kingston Public Dock,5/17/2009,222,1.5,39
Rondout- Kingston Public Dock,9/18/2011,25,0.1,39
Rondout- Kingston Public Dock,8/20/2011,117,1.1,39
Rondout- Kingston Public Dock,7/30/2009,>2420,0.5,39
Rondout- Kingston Public Dock,6/30/2011,184,0.5,39
Rondout- Kingston Public Dock,5/19/2011,2420,1.8,39
Rondout- Kingston Public Dock,10/15/2010,184,1.5,39
Rondout- Kingston Public Dock,9/13/2010,133,0,39
Rondout- Kingston Public Dock,8/20/2010,50,0,39
Rondout- Kingston Public Dock,7/20/2010,288,0,39
Rondout- Kingston Public Dock,6/17/2010,31,0,39
Rondout- Kingston Public Dock,5/24/2010,20,0,39
Rondout- Kingston Public Dock,10/22/2009,13,0,39
Rondout- Kingston Public Dock,9/16/2009,17,0,39
Rondout- Kingston Public Dock,8/23/2009,>2420,0.6,39
Rondout- Kingston Public Dock,7/16/2011,5,0,39
Rondout- Eddyville Anchorage,7/30/2009,>2420,0.5,45
Rondout- Eddyville Anchorage,8/23/2009,>2420,0.6,45
Rondout- Eddyville Anchorage,7/28/2012,579,1.9,45
Rondout- Eddyville Anchorage,6/2/2013,39,0,45
Rondout- Eddyville Anchorage,10/22/2009,10,0,45
Rondout- Eddyville Anchorage,8/20/2011,82,1.1,45
Rondout- Eddyville Anchorage,9/18/2011,19,0.1,45
Rondout- Eddyville Anchorage,6/11/2009,285,1.1,45
Rondout- Eddyville Anchorage,5/17/2009,1986,1.5,45
Rondout- Eddyville Anchorage,6/17/2010,24,0,45
Rondout- Eddyville Anchorage,5/14/2009,31,0.1,45
Rondout- Eddyville Anchorage,10/22/2008,9,0,45
Rondout- Eddyville Anchorage,7/20/2010,43,0,45
Rondout- Eddyville Anchorage,9/15/2008,19,0.7,45
Rondout- Eddyville Anchorage,8/20/2010,20,0,45
Rondout- Eddyville Anchorage,9/13/2010,59,0,45
Rondout- Eddyville Anchorage,10/15/2010,119,1.5,45
Rondout- Eddyville Anchorage,8/10/2008,19,0.5,45
Rondout- Eddyville Anchorage,8/8/2008,5,0.3,45
Rondout- Eddyville Anchorage,8/7/2008,50,0.3,45
Rondout- Eddyville Anchorage,7/16/2008,8,0.6,45
Rondout- Eddyville Anchorage,9/16/2009,21,0,45
Rondout- Eddyville Anchorage,6/18/2008,70,0.2,45
Rondout- Eddyville Anchorage,7/16/2011,3,0,45
Rondout- Eddyville Anchorage,10/17/2011,58,0.1,45
Rondout- Eddyville Anchorage,5/24/2010,1,0,45
Rondout- Eddyville Anchorage,5/19/2012,22,0,45
Rondout- Eddyville Anchorage,5/26/2012,52,0,45
Rondout- Eddyville Anchorage,6/15/2012,56,0.5,45
Rondout- Eddyville Anchorage,8/18/2013,31,0,45
Rondout- Eddyville Anchorage,10/19/2013,11,0,45
Rondout- Eddyville Anchorage,6/30/2012,4,0.1,45
Rondout- Eddyville Anchorage,7/20/2012,32,0.6,45
Rondout- Eddyville Anchorage,8/17/2012,12,0.4,45
Rondout- Eddyville Anchorage,9/1/2012,1,0.2,45
Rondout- Eddyville Anchorage,5/19/2011,>2420,1.8,45
Rondout- Eddyville Anchorage,6/30/2011,345,0.5,45
Rondout- Eddyville Anchorage,7/20/2013,5,0.1,45
Rondout- Eddyville Anchorage,9/14/2012,32,0,45
Rondout- Eddyville Anchorage,6/23/2013,41,0,45
Rondout- Eddyville Anchorage,9/20/2013,5,0,45
Rondout- Eddyville Anchorage,9/29/2012,359,0.8,45
Rondout- Eddyville Anchorage,5/21/2008,11,0.2,45
Rondout- Eddyville Anchorage,10/27/2012,76,0.2,45
Rondout- Eddyville Anchorage,10/14/2012,20,0,45
Port Ewen Drinking Water Intake,8/23/2009,27,0.6,37
Port Ewen Drinking Water Intake,6/10/2009,<1,0.9,37
Port Ewen Drinking Water Intake,5/18/2011,199,2.1,37
Port Ewen Drinking Water Intake,10/19/2013,4,0,37
Port Ewen Drinking Water Intake,6/30/2011,20,0.5,37
Port Ewen Drinking Water Intake,9/20/2013,3,0,37
Port Ewen Drinking Water Intake,8/18/2013,4,0,37
Port Ewen Drinking Water Intake,7/20/2013,1,0.1,37
Port Ewen Drinking Water Intake,6/2/2013,2,0,37
Port Ewen Drinking Water Intake,10/14/2012,7,0,37
Port Ewen Drinking Water Intake,8/16/2012,4,0.4,37
Port Ewen Drinking Water Intake,7/24/2012,<1,0.7,37
Port Ewen Drinking Water Intake,5/21/2008,1,0.2,37
Port Ewen Drinking Water Intake,6/14/2012,17,0.5,37
Port Ewen Drinking Water Intake,6/17/2008,3,1,37
Port Ewen Drinking Water Intake,5/17/2009,20,1.5,37
Port Ewen Drinking Water Intake,5/14/2009,2,0.1,37
Port Ewen Drinking Water Intake,10/22/2008,5,0,37
Port Ewen Drinking Water Intake,9/15/2008,2,0.7,37
Port Ewen Drinking Water Intake,7/16/2008,<1,0.6,37
Port Ewen Drinking Water Intake,5/18/2012,12,0.3,37
Port Ewen Drinking Water Intake,9/17/2011,31,0.1,37
Port Ewen Drinking Water Intake,8/7/2008,3,0.3,37
Port Ewen Drinking Water Intake,8/19/2011,5,0.2,37
Port Ewen Drinking Water Intake,7/16/2011,<1,0,37
Port Ewen Drinking Water Intake,7/30/2009,1733,0.5,37
Port Ewen Drinking Water Intake,9/13/2010,7,0,37
Port Ewen Drinking Water Intake,8/20/2010,1,0,37
Port Ewen Drinking Water Intake,7/20/2010,<1,0,37
Port Ewen Drinking Water Intake,6/17/2010,1,0,37
Port Ewen Drinking Water Intake,5/24/2010,<1,0,37
Port Ewen Drinking Water Intake,10/22/2009,<1,0,37
Port Ewen Drinking Water Intake,9/16/2009,3,0,37
Port Ewen Drinking Water Intake,10/15/2010,20,1.5,37
Port Ewen Drinking Water Intake,9/13/2012,8,0,37
Port Ewen Drinking Water Intake,6/22/2013,19,0,37
Port Ewen Drinking Water Intake,10/18/2011,128,0.1,37
Norrie Point Yacht Basin,7/16/2008,3,0.6,36
Norrie Point Yacht Basin,8/19/2011,35,0.2,36
Norrie Point Yacht Basin,9/17/2011,11,0.1,36
Norrie Point Yacht Basin,10/18/2011,132,0.1,36
Norrie Point Yacht Basin,5/18/2012,28,0.3,36
Norrie Point Yacht Basin,6/14/2012,23,0.5,36
Norrie Point Yacht Basin,7/20/2012,33,0.6,36
