DATE,Seasonality,Metro,Tier,HPI
12/1/00,NSA,Denver,Middle,114.15
1/1/01,NSA,Denver,Middle,114.9
2/1/01,NSA,Denver,Middle,116.09
3/1/01,NSA,Denver,Middle,116.66
4/1/01,NSA,Denver,Middle,118.77
5/1/01,NSA,Denver,Middle,119.83
6/1/01,NSA,Denver,Middle,121.45
7/1/01,NSA,Denver,Middle,121.99
8/1/01,NSA,Denver,Middle,122.47
9/1/01,NSA,Denver,Middle,122.63
10/1/01,NSA,Denver,Middle,122.42
11/1/01,NSA,Denver,Middle,122.4
12/1/01,NSA,Denver,Middle,122.33
1/1/02,NSA,Denver,Middle,122.31
2/1/02,NSA,Denver,Middle,122.57
3/1/02,NSA,Denver,Middle,123.23
4/1/02,NSA,Denver,Middle,124.19
5/1/02,NSA,Denver,Middle,125.22
6/1/02,NSA,Denver,Middle,125.93
7/1/02,NSA,Denver,Middle,126.71
8/1/02,NSA,Denver,Middle,126.85
9/1/02,NSA,Denver,Middle,127.21
10/1/02,NSA,Denver,Middle,127.1
11/1/02,NSA,Denver,Middle,127.07
12/1/02,NSA,Denver,Middle,126.82
1/1/03,NSA,Denver,Middle,126.63
2/1/03,NSA,Denver,Middle,126.51
3/1/03,NSA,Denver,Middle,126.91
4/1/03,NSA,Denver,Middle,126.97
5/1/03,NSA,Denver,Middle,127.68
6/1/03,NSA,Denver,Middle,127.87
7/1/03,NSA,Denver,Middle,128.84
8/1/03,NSA,Denver,Middle,129.21
9/1/03,NSA,Denver,Middle,129.49
10/1/03,NSA,Denver,Middle,129.38
11/1/03,NSA,Denver,Middle,129.68
12/1/03,NSA,Denver,Middle,129.35
1/1/04,NSA,Denver,Middle,128.99
2/1/04,NSA,Denver,Middle,128.71
3/1/04,NSA,Denver,Middle,129.32
4/1/04,NSA,Denver,Middle,130.04
5/1/04,NSA,Denver,Middle,130.8
6/1/04,NSA,Denver,Middle,131.82
7/1/04,NSA,Denver,Middle,132.47
8/1/04,NSA,Denver,Middle,133.04
9/1/04,NSA,Denver,Middle,132.96
10/1/04,NSA,Denver,Middle,133.1
11/1/04,NSA,Denver,Middle,132.99
12/1/04,NSA,Denver,Middle,133.19
1/1/05,NSA,Denver,Middle,133.03
2/1/05,NSA,Denver,Middle,132.8
3/1/05,NSA,Denver,Middle,132.84
4/1/05,NSA,Denver,Middle,133.54
5/1/05,NSA,Denver,Middle,134.46
6/1/05,NSA,Denver,Middle,135.61
7/1/05,NSA,Denver,Middle,136.35
8/1/05,NSA,Denver,Middle,137.06
9/1/05,NSA,Denver,Middle,137.25
10/1/05,NSA,Denver,Middle,137.41
11/1/05,NSA,Denver,Middle,137.1
12/1/05,NSA,Denver,Middle,136.72
1/1/06,NSA,Denver,Middle,136.41
2/1/06,NSA,Denver,Middle,136.52
3/1/06,NSA,Denver,Middle,136.57
4/1/06,NSA,Denver,Middle,136.27
5/1/06,NSA,Denver,Middle,137.06
6/1/06,NSA,Denver,Middle,138.13
7/1/06,NSA,Denver,Middle,139.27
8/1/06,NSA,Denver,Middle,139.08
9/1/06,NSA,Denver,Middle,138.46
10/1/06,NSA,Denver,Middle,137
11/1/06,NSA,Denver,Middle,135.74
12/1/06,NSA,Denver,Middle,135.74
1/1/07,NSA,Denver,Middle,135
2/1/07,NSA,Denver,Middle,134.3
3/1/07,NSA,Denver,Middle,133.29
4/1/07,NSA,Denver,Middle,133.75
5/1/07,NSA,Denver,Middle,135.24
6/1/07,NSA,Denver,Middle,136.53
7/1/07,NSA,Denver,Middle,138.07
8/1/07,NSA,Denver,Middle,138.42
9/1/07,NSA,Denver,Middle,137.65
10/1/07,NSA,Denver,Middle,135.39
11/1/07,NSA,Denver,Middle,133.19
12/1/07,NSA,Denver,Middle,130.15
1/1/08,NSA,Denver,Middle,127.26
2/1/08,NSA,Denver,Middle,125.77
3/1/08,NSA,Denver,Middle,126.32
4/1/08,NSA,Denver,Middle,128.56
5/1/08,NSA,Denver,Middle,129.84
6/1/08,NSA,Denver,Middle,131.19
7/1/08,NSA,Denver,Middle,132.44
8/1/08,NSA,Denver,Middle,132.14
9/1/08,NSA,Denver,Middle,131.05
10/1/08,NSA,Denver,Middle,129.39
11/1/08,NSA,Denver,Middle,128.46
12/1/08,NSA,Denver,Middle,127.15
1/1/09,NSA,Denver,Middle,123.97
2/1/09,NSA,Denver,Middle,122.91
3/1/09,NSA,Denver,Middle,122.42
4/1/09,NSA,Denver,Middle,125.46
5/1/09,NSA,Denver,Middle,126.83
6/1/09,NSA,Denver,Middle,130.29
7/1/09,NSA,Denver,Middle,131.38
8/1/09,NSA,Denver,Middle,132.57
9/1/09,NSA,Denver,Middle,131.95
10/1/09,NSA,Denver,Middle,131.61
11/1/09,NSA,Denver,Middle,131.03
12/1/09,NSA,Denver,Middle,129.81
1/1/10,NSA,Denver,Middle,128.77
2/1/10,NSA,Denver,Middle,127.97
3/1/10,NSA,Denver,Middle,128.47
4/1/10,NSA,Denver,Middle,130.23
5/1/10,NSA,Denver,Middle,131.38
6/1/10,NSA,Denver,Middle,131.97
7/1/10,NSA,Denver,Middle,130.79
8/1/10,NSA,Denver,Middle,129.27
9/1/10,NSA,Denver,Middle,127.81
10/1/10,NSA,Denver,Middle,126.86
11/1/10,NSA,Denver,Middle,125.42
12/1/10,NSA,Denver,Middle,124.88
1/1/11,NSA,Denver,Middle,123.75
2/1/11,NSA,Denver,Middle,122.42
3/1/11,NSA,Denver,Middle,121.75
4/1/11,NSA,Denver,Middle,123.19
5/1/11,NSA,Denver,Middle,124.83
6/1/11,NSA,Denver,Middle,127.56
7/1/11,NSA,Denver,Middle,127.78
8/1/11,NSA,Denver,Middle,128.01
9/1/11,NSA,Denver,Middle,127.12
10/1/11,NSA,Denver,Middle,126.95
11/1/11,NSA,Denver,Middle,126.63
12/1/11,NSA,Denver,Middle,125.27
1/1/12,NSA,Denver,Middle,124.45
2/1/12,NSA,Denver,Middle,123.32
3/1/12,NSA,Denver,Middle,125.4
4/1/12,NSA,Denver,Middle,127.87
5/1/12,NSA,Denver,Middle,130.54
6/1/12,NSA,Denver,Middle,132.36
7/1/12,NSA,Denver,Middle,134.16
8/1/12,NSA,Denver,Middle,134.77
9/1/12,NSA,Denver,Middle,135.43
10/1/12,NSA,Denver,Middle,136.08
11/1/12,NSA,Denver,Middle,136.71
12/1/12,NSA,Denver,Middle,136.51
1/1/13,NSA,Denver,Middle,135.86
2/1/13,NSA,Denver,Middle,136.23
3/1/13,NSA,Denver,Middle,138.6
4/1/13,NSA,Denver,Middle,141.32
5/1/13,NSA,Denver,Middle,143.58
6/1/13,NSA,Denver,Middle,145.95
7/1/13,NSA,Denver,Middle,148.04
8/1/13,NSA,Denver,Middle,149.4
9/1/13,NSA,Denver,Middle,149.6
10/1/13,NSA,Denver,Middle,149.15
11/1/13,NSA,Denver,Middle,149.32
12/1/13,NSA,Denver,Middle,149.3
1/1/14,NSA,Denver,Middle,149.49
2/1/14,NSA,Denver,Middle,148.83
3/1/14,NSA,Denver,Middle,151.33
4/1/14,NSA,Denver,Middle,153.83
5/1/14,NSA,Denver,Middle,156.39
6/1/14,NSA,Denver,Middle,158.68
7/1/14,NSA,Denver,Middle,159.7
8/1/14,NSA,Denver,Middle,160.85
9/1/14,NSA,Denver,Middle,161.75
10/1/14,NSA,Denver,Middle,162.63
11/1/14,NSA,Denver,Middle,162.84
12/1/14,NSA,Denver,Middle,163.57
1/1/15,NSA,Denver,Middle,163.85
2/1/15,NSA,Denver,Middle,166.09
3/1/15,NSA,Denver,Middle,169.36
4/1/15,NSA,Denver,Middle,172.97
5/1/15,NSA,Denver,Middle,175.16
6/1/15,NSA,Denver,Middle,177.67
7/1/15,NSA,Denver,Middle,178.9
8/1/15,NSA,Denver,Middle,180.11
9/1/15,NSA,Denver,Middle,180.23
10/1/15,NSA,Denver,Middle,180.92
11/1/15,NSA,Denver,Middle,181.03
1/1/93,SA,Denver,Middle,55.34
2/1/93,SA,Denver,Middle,55.72
3/1/93,SA,Denver,Middle,55.69
4/1/93,SA,Denver,Middle,56.32
5/1/93,SA,Denver,Middle,56.94
6/1/93,SA,Denver,Middle,57.92
7/1/93,SA,Denver,Middle,58.48
8/1/93,SA,Denver,Middle,59.29
9/1/93,SA,Denver,Middle,60.03
10/1/93,SA,Denver,Middle,60.86
11/1/93,SA,Denver,Middle,61.45
12/1/93,SA,Denver,Middle,62.23
1/1/94,SA,Denver,Middle,62.96
2/1/94,SA,Denver,Middle,63.66
3/1/94,SA,Denver,Middle,64.3
4/1/94,SA,Denver,Middle,64.87
5/1/94,SA,Denver,Middle,65.44
6/1/94,SA,Denver,Middle,65.95
7/1/94,SA,Denver,Middle,66.36
8/1/94,SA,Denver,Middle,66.81
9/1/94,SA,Denver,Middle,67.11
10/1/94,SA,Denver,Middle,67.35
11/1/94,SA,Denver,Middle,67.7
12/1/94,SA,Denver,Middle,68.24
1/1/95,SA,Denver,Middle,68.61
2/1/95,SA,Denver,Middle,69.09
3/1/95,SA,Denver,Middle,68.92
4/1/95,SA,Denver,Middle,69.41
5/1/95,SA,Denver,Middle,69.86
6/1/95,SA,Denver,Middle,70.2
7/1/95,SA,Denver,Middle,70.57
8/1/95,SA,Denver,Middle,70.72
9/1/95,SA,Denver,Middle,71.47
10/1/95,SA,Denver,Middle,71.96
11/1/95,SA,Denver,Middle,72.46
12/1/95,SA,Denver,Middle,72.59
1/1/96,SA,Denver,Middle,72.79
2/1/96,SA,Denver,Middle,73.15
3/1/96,SA,Denver,Middle,73.63
4/1/96,SA,Denver,Middle,73.94
5/1/96,SA,Denver,Middle,74.09
6/1/96,SA,Denver,Middle,74.05
7/1/96,SA,Denver,Middle,74.25
8/1/96,SA,Denver,Middle,74.48
9/1/96,SA,Denver,Middle,74.77
10/1/96,SA,Denver,Middle,74.99
11/1/96,SA,Denver,Middle,75.33
12/1/96,SA,Denver,Middle,75.81
1/1/97,SA,Denver,Middle,76.08
2/1/97,SA,Denver,Middle,76.55
3/1/97,SA,Denver,Middle,77.04
4/1/97,SA,Denver,Middle,77.36
5/1/97,SA,Denver,Middle,77.86
6/1/97,SA,Denver,Middle,78.16
7/1/97,SA,Denver,Middle,78.55
8/1/97,SA,Denver,Middle,79.1
9/1/97,SA,Denver,Middle,79.55
10/1/97,SA,Denver,Middle,79.97
11/1/97,SA,Denver,Middle,80.35
12/1/97,SA,Denver,Middle,80.6
1/1/98,SA,Denver,Middle,81.42
2/1/98,SA,Denver,Middle,82.01
3/1/98,SA,Denver,Middle,82.61
4/1/98,SA,Denver,Middle,83.04
5/1/98,SA,Denver,Middle,83.38
6/1/98,SA,Denver,Middle,83.68
7/1/98,SA,Denver,Middle,84.21
8/1/98,SA,Denver,Middle,84.62
9/1/98,SA,Denver,Middle,85.3
10/1/98,SA,Denver,Middle,86
11/1/98,SA,Denver,Middle,86.85
12/1/98,SA,Denver,Middle,87.77
1/1/99,SA,Denver,Middle,88.67
2/1/99,SA,Denver,Middle,89.3
3/1/99,SA,Denver,Middle,90.29
4/1/99,SA,Denver,Middle,91.58
5/1/99,SA,Denver,Middle,92.63
6/1/99,SA,Denver,Middle,94.06
7/1/99,SA,Denver,Middle,95.15
8/1/99,SA,Denver,Middle,96.36
9/1/99,SA,Denver,Middle,97.46
10/1/99,SA,Denver,Middle,98.61
11/1/99,SA,Denver,Middle,99.45
12/1/99,SA,Denver,Middle,99.87
1/1/00,SA,Denver,Middle,100.77
2/1/00,SA,Denver,Middle,101.99
3/1/00,SA,Denver,Middle,103.04
4/1/00,SA,Denver,Middle,103.32
5/1/00,SA,Denver,Middle,105.64
6/1/00,SA,Denver,Middle,107.71
7/1/00,SA,Denver,Middle,108.83
8/1/00,SA,Denver,Middle,109.5
9/1/00,SA,Denver,Middle,110.86
10/1/00,SA,Denver,Middle,112.1
11/1/00,SA,Denver,Middle,113.31
12/1/00,SA,Denver,Middle,114.51
1/1/01,SA,Denver,Middle,115.77
2/1/01,SA,Denver,Middle,117.16
3/1/01,SA,Denver,Middle,117.67
4/1/01,SA,Denver,Middle,119.21
5/1/01,SA,Denver,Middle,119.83
6/1/01,SA,Denver,Middle,120.79
7/1/01,SA,Denver,Middle,121.09
8/1/01,SA,Denver,Middle,121.59
9/1/01,SA,Denver,Middle,121.78
10/1/01,SA,Denver,Middle,121.93
11/1/01,SA,Denver,Middle,122.26
12/1/01,SA,Denver,Middle,122.68
1/1/02,SA,Denver,Middle,123.19
2/1/02,SA,Denver,Middle,123.7
3/1/02,SA,Denver,Middle,124.36
4/1/02,SA,Denver,Middle,124.75
5/1/02,SA,Denver,Middle,125.27
6/1/02,SA,Denver,Middle,125.28
7/1/02,SA,Denver,Middle,125.75
8/1/02,SA,Denver,Middle,125.84
9/1/02,SA,Denver,Middle,126.28
10/1/02,SA,Denver,Middle,126.56
11/1/02,SA,Denver,Middle,126.88
12/1/02,SA,Denver,Middle,127.16
1/1/03,SA,Denver,Middle,127.53
2/1/03,SA,Denver,Middle,127.73
3/1/03,SA,Denver,Middle,128.15
4/1/03,SA,Denver,Middle,127.71
5/1/03,SA,Denver,Middle,127.81
6/1/03,SA,Denver,Middle,127.25
7/1/03,SA,Denver,Middle,127.78
8/1/03,SA,Denver,Middle,128.02
9/1/03,SA,Denver,Middle,128.41
10/1/03,SA,Denver,Middle,128.73
11/1/03,SA,Denver,Middle,129.45
12/1/03,SA,Denver,Middle,129.69
1/1/04,SA,Denver,Middle,129.94
2/1/04,SA,Denver,Middle,130.06
3/1/04,SA,Denver,Middle,130.78
4/1/04,SA,Denver,Middle,131.02
5/1/04,SA,Denver,Middle,131.03
6/1/04,SA,Denver,Middle,131.19
7/1/04,SA,Denver,Middle,131.2
8/1/04,SA,Denver,Middle,131.55
9/1/04,SA,Denver,Middle,131.62
10/1/04,SA,Denver,Middle,132.3
11/1/04,SA,Denver,Middle,132.68
12/1/04,SA,Denver,Middle,133.6
1/1/05,SA,Denver,Middle,134.2
2/1/05,SA,Denver,Middle,134.43
3/1/05,SA,Denver,Middle,134.65
4/1/05,SA,Denver,Middle,134.76
5/1/05,SA,Denver,Middle,134.77
6/1/05,SA,Denver,Middle,134.9
7/1/05,SA,Denver,Middle,134.75
8/1/05,SA,Denver,Middle,135.17
9/1/05,SA,Denver,Middle,135.58
10/1/05,SA,Denver,Middle,136.44
11/1/05,SA,Denver,Middle,136.72
12/1/05,SA,Denver,Middle,137.22
1/1/06,SA,Denver,Middle,137.94
2/1/06,SA,Denver,Middle,138.57
3/1/06,SA,Denver,Middle,138.83
4/1/06,SA,Denver,Middle,137.67
5/1/06,SA,Denver,Middle,137.41
6/1/06,SA,Denver,Middle,137.23
7/1/06,SA,Denver,Middle,137.28
8/1/06,SA,Denver,Middle,136.76
9/1/06,SA,Denver,Middle,136.49
10/1/06,SA,Denver,Middle,135.9
11/1/06,SA,Denver,Middle,135.32
12/1/06,SA,Denver,Middle,136.37
1/1/07,SA,Denver,Middle,136.9
2/1/07,SA,Denver,Middle,136.77
3/1/07,SA,Denver,Middle,135.87
4/1/07,SA,Denver,Middle,135.2
5/1/07,SA,Denver,Middle,135.51
6/1/07,SA,Denver,Middle,135.38
7/1/07,SA,Denver,Middle,135.75
8/1/07,SA,Denver,Middle,135.8
9/1/07,SA,Denver,Middle,135.51
10/1/07,SA,Denver,Middle,134.22
11/1/07,SA,Denver,Middle,132.8
12/1/07,SA,Denver,Middle,130.88
1/1/08,SA,Denver,Middle,129.36
2/1/08,SA,Denver,Middle,128.5
3/1/08,SA,Denver,Middle,129.05
4/1/08,SA,Denver,Middle,129.95
5/1/08,SA,Denver,Middle,129.96
6/1/08,SA,Denver,Middle,129.8
7/1/08,SA,Denver,Middle,129.96
8/1/08,SA,Denver,Middle,129.45
9/1/08,SA,Denver,Middle,128.97
10/1/08,SA,Denver,Middle,128.24
11/1/08,SA,Denver,Middle,128.12
12/1/08,SA,Denver,Middle,128
1/1/09,SA,Denver,Middle,126.22
2/1/09,SA,Denver,Middle,125.9
3/1/09,SA,Denver,Middle,125.19
4/1/09,SA,Denver,Middle,126.72
5/1/09,SA,Denver,Middle,126.75
6/1/09,SA,Denver,Middle,128.66
7/1/09,SA,Denver,Middle,128.77
8/1/09,SA,Denver,Middle,129.85
9/1/09,SA,Denver,Middle,129.96
10/1/09,SA,Denver,Middle,130.47
11/1/09,SA,Denver,Middle,130.75
12/1/09,SA,Denver,Middle,130.75
1/1/10,SA,Denver,Middle,131.2
2/1/10,SA,Denver,Middle,131.32
3/1/10,SA,Denver,Middle,131.32
4/1/10,SA,Denver,Middle,131.4
5/1/10,SA,Denver,Middle,131.1
6/1/10,SA,Denver,Middle,130.15
7/1/10,SA,Denver,Middle,128.16
8/1/10,SA,Denver,Middle,126.67
9/1/10,SA,Denver,Middle,126.04
10/1/10,SA,Denver,Middle,125.84
11/1/10,SA,Denver,Middle,125.22
12/1/10,SA,Denver,Middle,125.87
1/1/11,SA,Denver,Middle,126.1
2/1/11,SA,Denver,Middle,125.69
3/1/11,SA,Denver,Middle,124.27
4/1/11,SA,Denver,Middle,124.14
5/1/11,SA,Denver,Middle,124.38
6/1/11,SA,Denver,Middle,125.74
7/1/11,SA,Denver,Middle,125.28
8/1/11,SA,Denver,Middle,125.59
9/1/11,SA,Denver,Middle,125.49
10/1/11,SA,Denver,Middle,126.01
11/1/11,SA,Denver,Middle,126.53
12/1/11,SA,Denver,Middle,126.29
1/1/12,SA,Denver,Middle,126.77
2/1/12,SA,Denver,Middle,126.58
3/1/12,SA,Denver,Middle,127.73
4/1/12,SA,Denver,Middle,128.7
5/1/12,SA,Denver,Middle,129.96
6/1/12,SA,Denver,Middle,130.48
7/1/12,SA,Denver,Middle,131.67
8/1/12,SA,Denver,Middle,132.37
9/1/12,SA,Denver,Middle,133.81
10/1/12,SA,Denver,Middle,135.15
11/1/12,SA,Denver,Middle,136.67
12/1/12,SA,Denver,Middle,137.67
1/1/13,SA,Denver,Middle,138.38
2/1/13,SA,Denver,Middle,139.76
3/1/13,SA,Denver,Middle,140.92
4/1/13,SA,Denver,Middle,142.05
5/1/13,SA,Denver,Middle,142.84
6/1/13,SA,Denver,Middle,143.93
7/1/13,SA,Denver,Middle,145.45
8/1/13,SA,Denver,Middle,146.89
9/1/13,SA,Denver,Middle,147.87
10/1/13,SA,Denver,Middle,148.18
11/1/13,SA,Denver,Middle,149.33
12/1/13,SA,Denver,Middle,150.57
1/1/14,SA,Denver,Middle,152.29
2/1/14,SA,Denver,Middle,152.63
3/1/14,SA,Denver,Middle,153.64
4/1/14,SA,Denver,Middle,154.43
5/1/14,SA,Denver,Middle,155.57
6/1/14,SA,Denver,Middle,156.54
7/1/14,SA,Denver,Middle,157.03
8/1/14,SA,Denver,Middle,158.22
9/1/14,SA,Denver,Middle,159.91
10/1/14,SA,Denver,Middle,161.62
11/1/14,SA,Denver,Middle,162.88
12/1/14,SA,Denver,Middle,164.96
1/1/15,SA,Denver,Middle,166.95
2/1/15,SA,Denver,Middle,170.31
3/1/15,SA,Denver,Middle,171.83
4/1/15,SA,Denver,Middle,173.54
5/1/15,SA,Denver,Middle,174.23
6/1/15,SA,Denver,Middle,175.3
7/1/15,SA,Denver,Middle,176
8/1/15,SA,Denver,Middle,177.2
9/1/15,SA,Denver,Middle,178.17
10/1/15,SA,Denver,Middle,179.79
11/1/15,SA,Denver,Middle,181.13
1/1/93,NSA,Denver,Low,44.07
2/1/93,NSA,Denver,Low,43.87
3/1/93,NSA,Denver,Low,44.2
4/1/93,NSA,Denver,Low,44.71
5/1/93,NSA,Denver,Low,45.83
6/1/93,NSA,Denver,Low,46.47
7/1/93,NSA,Denver,Low,47.26
8/1/93,NSA,Denver,Low,47.81
9/1/93,NSA,Denver,Low,48.46
10/1/93,NSA,Denver,Low,49.26
11/1/93,NSA,Denver,Low,49.86
12/1/93,NSA,Denver,Low,50.4
1/1/94,NSA,Denver,Low,50.63
2/1/94,NSA,Denver,Low,50.88
3/1/94,NSA,Denver,Low,51.5
4/1/94,NSA,Denver,Low,52.18
5/1/94,NSA,Denver,Low,52.76
6/1/94,NSA,Denver,Low,53.49
7/1/94,NSA,Denver,Low,53.82
8/1/94,NSA,Denver,Low,54.14
9/1/94,NSA,Denver,Low,54.46
10/1/94,NSA,Denver,Low,54.69
11/1/94,NSA,Denver,Low,55.06
12/1/94,NSA,Denver,Low,55.18
1/1/95,NSA,Denver,Low,55.7
2/1/95,NSA,Denver,Low,56.12
3/1/95,NSA,Denver,Low,56.86
4/1/95,NSA,Denver,Low,57.96
5/1/95,NSA,Denver,Low,58.93
6/1/95,NSA,Denver,Low,59.95
7/1/95,NSA,Denver,Low,60.83
8/1/95,NSA,Denver,Low,61.6
9/1/95,NSA,Denver,Low,62.18
10/1/95,NSA,Denver,Low,62.38
11/1/95,NSA,Denver,Low,62.55
12/1/95,NSA,Denver,Low,62.96
1/1/96,NSA,Denver,Low,62.88
2/1/96,NSA,Denver,Low,63.21
3/1/96,NSA,Denver,Low,63.77
4/1/96,NSA,Denver,Low,65.04
5/1/96,NSA,Denver,Low,65.84
6/1/96,NSA,Denver,Low,66.33
7/1/96,NSA,Denver,Low,66.8
8/1/96,NSA,Denver,Low,67.36
9/1/96,NSA,Denver,Low,67.78
10/1/96,NSA,Denver,Low,68.17
11/1/96,NSA,Denver,Low,68.37
12/1/96,NSA,Denver,Low,68.67
1/1/97,NSA,Denver,Low,68.98
2/1/97,NSA,Denver,Low,69.56
3/1/97,NSA,Denver,Low,69.88
4/1/97,NSA,Denver,Low,70.64
5/1/97,NSA,Denver,Low,71.16
6/1/97,NSA,Denver,Low,72.23
7/1/97,NSA,Denver,Low,73.1
8/1/97,NSA,Denver,Low,74.21
9/1/97,NSA,Denver,Low,74.63
10/1/97,NSA,Denver,Low,75.02
11/1/97,NSA,Denver,Low,75.59
12/1/97,NSA,Denver,Low,76.09
1/1/98,NSA,Denver,Low,76.57
2/1/98,NSA,Denver,Low,76.66
3/1/98,NSA,Denver,Low,76.88
4/1/98,NSA,Denver,Low,77.76
5/1/98,NSA,Denver,Low,78.92
6/1/98,NSA,Denver,Low,80.17
7/1/98,NSA,Denver,Low,81.2
8/1/98,NSA,Denver,Low,82.29
9/1/98,NSA,Denver,Low,83.17
10/1/98,NSA,Denver,Low,83.81
11/1/98,NSA,Denver,Low,83.93
12/1/98,NSA,Denver,Low,83.64
1/1/99,NSA,Denver,Low,84.47
2/1/99,NSA,Denver,Low,85.37
3/1/99,NSA,Denver,Low,87.49
4/1/99,NSA,Denver,Low,88.31
5/1/99,NSA,Denver,Low,89.55
6/1/99,NSA,Denver,Low,91.03
7/1/99,NSA,Denver,Low,92.72
8/1/99,NSA,Denver,Low,94.24
9/1/99,NSA,Denver,Low,96.18
10/1/99,NSA,Denver,Low,97.1
11/1/99,NSA,Denver,Low,98.15
12/1/99,NSA,Denver,Low,99.24
1/1/00,NSA,Denver,Low,100
2/1/00,NSA,Denver,Low,100.71
3/1/00,NSA,Denver,Low,102.61
4/1/00,NSA,Denver,Low,103.7
5/1/00,NSA,Denver,Low,106.21
6/1/00,NSA,Denver,Low,108.78
7/1/00,NSA,Denver,Low,110.75
8/1/00,NSA,Denver,Low,111.85
9/1/00,NSA,Denver,Low,113.06
10/1/00,NSA,Denver,Low,114.35
11/1/00,NSA,Denver,Low,115.45
12/1/00,NSA,Denver,Low,116.65
1/1/01,NSA,Denver,Low,116.98
2/1/01,NSA,Denver,Low,117.59
3/1/01,NSA,Denver,Low,118.18
4/1/01,NSA,Denver,Low,119.8
5/1/01,NSA,Denver,Low,121.48
6/1/01,NSA,Denver,Low,122.49
7/1/01,NSA,Denver,Low,123.17
8/1/01,NSA,Denver,Low,124.04
9/1/01,NSA,Denver,Low,125.12
10/1/01,NSA,Denver,Low,125.76
11/1/01,NSA,Denver,Low,125.7
12/1/01,NSA,Denver,Low,125.28
1/1/02,NSA,Denver,Low,125.27
2/1/02,NSA,Denver,Low,125.84
3/1/02,NSA,Denver,Low,127.38
4/1/02,NSA,Denver,Low,128.79
5/1/02,NSA,Denver,Low,129.7
6/1/02,NSA,Denver,Low,130.46
7/1/02,NSA,Denver,Low,131.18
8/1/02,NSA,Denver,Low,132.14
9/1/02,NSA,Denver,Low,132.6
10/1/02,NSA,Denver,Low,132.88
11/1/02,NSA,Denver,Low,133.2
12/1/02,NSA,Denver,Low,133.05
1/1/03,NSA,Denver,Low,132.83
2/1/03,NSA,Denver,Low,132.76
3/1/03,NSA,Denver,Low,133.14
4/1/03,NSA,Denver,Low,132.61
5/1/03,NSA,Denver,Low,132.79
6/1/03,NSA,Denver,Low,132.4
7/1/03,NSA,Denver,Low,133.04
8/1/03,NSA,Denver,Low,133.34
9/1/03,NSA,Denver,Low,133.61
10/1/03,NSA,Denver,Low,133.46
11/1/03,NSA,Denver,Low,133.31
12/1/03,NSA,Denver,Low,133.38
1/1/04,NSA,Denver,Low,133.85
2/1/04,NSA,Denver,Low,134.33
3/1/04,NSA,Denver,Low,134.01
4/1/04,NSA,Denver,Low,134.22
5/1/04,NSA,Denver,Low,134.7
6/1/04,NSA,Denver,Low,135.85
7/1/04,NSA,Denver,Low,136.43
8/1/04,NSA,Denver,Low,137.07
9/1/04,NSA,Denver,Low,136.72
10/1/04,NSA,Denver,Low,136.42
11/1/04,NSA,Denver,Low,135.92
12/1/04,NSA,Denver,Low,136.39
1/1/05,NSA,Denver,Low,136.03
2/1/05,NSA,Denver,Low,136.12
3/1/05,NSA,Denver,Low,136.3
4/1/05,NSA,Denver,Low,137.83
5/1/05,NSA,Denver,Low,137.94
6/1/05,NSA,Denver,Low,137.69
7/1/05,NSA,Denver,Low,137.73
8/1/05,NSA,Denver,Low,138.61
9/1/05,NSA,Denver,Low,138.64
10/1/05,NSA,Denver,Low,138.68
11/1/05,NSA,Denver,Low,137.86
12/1/05,NSA,Denver,Low,137.23
1/1/06,NSA,Denver,Low,135.79
2/1/06,NSA,Denver,Low,135.82
3/1/06,NSA,Denver,Low,135.55
4/1/06,NSA,Denver,Low,136.14
5/1/06,NSA,Denver,Low,136.36
6/1/06,NSA,Denver,Low,137.19
7/1/06,NSA,Denver,Low,137.54
8/1/06,NSA,Denver,Low,137.49
9/1/06,NSA,Denver,Low,135.9
10/1/06,NSA,Denver,Low,133.83
11/1/06,NSA,Denver,Low,132.51
12/1/06,NSA,Denver,Low,131.3
1/1/07,NSA,Denver,Low,129.96
2/1/07,NSA,Denver,Low,127.38
3/1/07,NSA,Denver,Low,127.04
4/1/07,NSA,Denver,Low,127.27
5/1/07,NSA,Denver,Low,128.86
6/1/07,NSA,Denver,Low,129.59
7/1/07,NSA,Denver,Low,130.53
8/1/07,NSA,Denver,Low,129.71
9/1/07,NSA,Denver,Low,128.11
10/1/07,NSA,Denver,Low,124.05
11/1/07,NSA,Denver,Low,122.97
12/1/07,NSA,Denver,Low,120.02
1/1/08,NSA,Denver,Low,117.54
2/1/08,NSA,Denver,Low,114.24
3/1/08,NSA,Denver,Low,113.33
4/1/08,NSA,Denver,Low,115.23
5/1/08,NSA,Denver,Low,116.23
6/1/08,NSA,Denver,Low,117.92
7/1/08,NSA,Denver,Low,119.21
8/1/08,NSA,Denver,Low,119.69
9/1/08,NSA,Denver,Low,119.4
10/1/08,NSA,Denver,Low,117.36
11/1/08,NSA,Denver,Low,116.89
12/1/08,NSA,Denver,Low,114.52
1/1/09,NSA,Denver,Low,111.67
2/1/09,NSA,Denver,Low,108.56
3/1/09,NSA,Denver,Low,109.26
4/1/09,NSA,Denver,Low,113.21
5/1/09,NSA,Denver,Low,114.53
6/1/09,NSA,Denver,Low,118.28
7/1/09,NSA,Denver,Low,119.81
8/1/09,NSA,Denver,Low,122.54
9/1/09,NSA,Denver,Low,122.55
10/1/09,NSA,Denver,Low,125.34
